Peptide_Index	prediction_probability	prediction_label
4180	0.58274764	1
4181	0.6846931	1
4183	0.54003304	1
4184	0.5245603	1
4185	0.53945714	1
4186	0.5126302	1
4187	0.50399977	1
4189	0.50014746	1
4190	0.5291131	1
4191	0.5148334	1
4192	0.5323888	1
4193	0.53134596	1
4194	0.51663333	1
4195	0.5110177	1
4196	0.5284311	1
4197	0.520205	1
4199	0.5216098	1
4200	0.57345736	1
4201	0.52279013	1
4203	0.5201663	1
4204	0.5292275	1
4205	0.52689403	1
4206	0.5133061	1
4207	0.5033241	1
4208	0.50618464	1
4209	0.50606644	1
4210	0.6098903	1
4211	0.5343982	1
4212	0.520741	1
4213	0.5280613	1
4214	0.53539246	1
4215	0.5162199	1
4217	0.5184205	1
4218	0.51452005	1
4221	0.6098903	1
4222	0.5056047	1
4223	0.5203854	1
4224	0.52349985	1
4225	0.5158677	1
4227	0.5439007	1
4229	0.53166896	1
4230	0.5210339	1
4232	0.53795695	1
4233	0.509927	1
4234	0.54367274	1
4236	0.5007101	1
4237	0.5078568	1
4238	0.5505522	1
4239	0.61960566	1
4240	0.5254988	1
4241	0.587636	1
4242	0.5446251	1
4243	0.5114441	1
4244	0.59080416	1
4245	0.5161411	1
4246	0.51988953	1
4247	0.5139913	1
4248	0.5995487	1
4249	0.5361004	1
4250	0.52101475	1
4251	0.52101475	1
4252	0.52975965	1
4253	0.50405735	1
4254	0.50595456	1
4255	0.5225168	1
4256	0.5419453	1
4257	0.5182741	1
4258	0.5130721	1
4259	0.5318291	1
4261	0.5154589	1
4262	0.5194714	1
4264	0.5162452	1
4265	0.52342236	1
4266	0.520205	1
4267	0.5903241	1
4268	0.5179209	1
4269	0.52269846	1
4270	0.55321854	1
4271	0.5117969	1
4272	0.54477406	1
4273	0.52187246	1
4274	0.50138336	1
4275	0.6069374	1
4276	0.5228884	1
4277	0.5307434	1
4278	0.5139368	1
4279	0.5180222	1
4280	0.5210657	1
4281	0.54016227	1
4282	0.6098903	1
4284	0.5214065	1
4285	0.58892393	1
4286	0.51479745	1
4287	0.53057915	1
4288	0.52548474	1
4290	0.5219871	1
4291	0.5056047	1
4292	0.54853386	1
4293	0.6000621	1
4294	0.53779763	1
4295	0.51214933	1
4296	0.51716673	1
4297	0.5410465	1
4298	0.5059457	1
4299	0.5070186	1
4301	0.6156255	1
4302	0.5329729	1
4303	0.51812285	1
4304	0.6095816	1
4305	0.58274764	1
4306	0.52986336	1
4307	0.5148941	1
4308	0.5223618	1
4309	0.6826681	1
4310	0.5056047	1
4311	0.520205	1
4312	0.5101089	1
4313	0.5995487	1
4314	0.53766143	1
4315	0.5129124	1
4316	0.53204453	1
4317	0.52570426	1
4318	0.6899441	1
4319	0.5295671	1
4320	0.5384458	1
4321	0.5725973	1
4322	0.5215629	1
4323	0.60574925	1
4324	0.5356575	1
4326	0.5144657	1
4327	0.52332395	1
4328	0.5081619	1
4329	0.6039619	1
4330	0.51967186	1
4331	0.520205	1
4332	0.5076765	1
4334	0.53363204	1
4335	0.52422416	1
4336	0.5262245	1
4337	0.5012619	1
4338	0.53162986	1
4340	0.5008822	1
4341	0.5320174	1
4343	0.51747227	1
4344	0.52161425	1
4346	0.51823926	1
4347	0.5139692	1
4348	0.50748163	1
4349	0.50926495	1
4350	0.5165192	1
4351	0.5214392	1
4352	0.62453717	1
4353	0.594332	1
4354	0.5291131	1
4355	0.51716673	1
4357	0.5176537	1
4358	0.5908992	1
4359	0.5240723	1
4360	0.5387498	1
4361	0.51360565	1
4362	0.5194714	1
4363	0.5355954	1
4364	0.5196547	1
4365	0.514251	1
4366	0.52945286	1
4367	0.522866	1
4369	0.534451	1
4370	0.51255774	1
4371	0.50952774	1
4372	0.51926863	1
4373	0.5089652	1
4374	0.5439007	1
4375	0.5034477	1
4376	0.5025063	1
4377	0.5126567	1
4378	0.5022829	1
4379	0.52802634	1
4380	0.52101475	1
4381	0.5056047	1
4383	0.516678	1
4384	0.50106776	1
4385	0.5410508	1
4386	0.5016933	1
4387	0.50077146	1
4388	0.5144149	1
4389	0.51761836	1
4390	0.5027977	1
4391	0.5096824	1
4392	0.5224748	1
4393	0.60581386	1
4394	0.527183	1
4395	0.6939645	1
4396	0.6907141	1
4397	0.6098903	1
4398	0.5241448	1
4399	0.53590184	1
4400	0.53094864	1
4401	0.5236223	1
4402	0.5298298	1
4404	0.5201229	1
4406	0.5340569	1
4407	0.54975903	1
4408	0.5014763	1
4409	0.50649333	1
4410	0.52149963	1
4411	0.52146107	1
4412	0.5232081	1
4414	0.5276148	1
4415	0.5169569	1
4416	0.5123561	1
4417	0.51359004	1
4419	0.5228884	1
4420	0.5861064	1
4421	0.52804	1
4422	0.5818711	1
4423	0.5217149	1
4425	0.6098903	1
4426	0.5388708	1
4427	0.5056038	1
4428	0.562278	1
4429	0.5682612	1
4430	0.51470315	1
4431	0.53204453	1
4432	0.5039518	1
4433	0.57388836	1
4434	0.50138336	1
4435	0.5225168	1
4436	0.5021064	1
4437	0.5193644	1
4438	0.5271875	1
4439	0.51773524	1
4440	0.6098903	1
4442	0.51184136	1
4443	0.53010833	1
4444	0.5198937	1
4445	0.5147153	1
4446	0.52279013	1
4447	0.5018888	1
4448	0.5229775	1
4449	0.54034936	1
4450	0.5846504	1
4452	0.5397719	1
4453	0.5104169	1
4454	0.5823907	1
4455	0.52591056	1
4456	0.51520103	1
4457	0.52101475	1
4459	0.5144896	1
4460	0.5158482	1
4461	0.5193896	1
4462	0.5194714	1
4463	0.5139258	1
4465	0.5243382	1
4466	0.5497863	1
4467	0.53950244	1
4468	0.52101475	1
4469	0.52975965	1
4471	0.5135949	1
4472	0.51101404	1
4473	0.5180134	1
4474	0.51765585	1
4475	0.5147153	1
4476	0.69427794	1
4477	0.5194714	1
4478	0.5179209	1
4479	0.5771217	1
4481	0.522904	1
4482	0.5165488	1
4485	0.54105693	1
4486	0.52769434	1
4487	0.60751534	1
4488	0.59513944	1
4489	0.53421146	1
4490	0.50247675	1
4491	0.5243899	1
4492	0.50536793	1
4493	0.57389474	1
4494	0.68239015	1
4495	0.53507555	1
4496	0.53035396	1
4497	0.5225168	1
4498	0.53848785	1
4499	0.5135846	1
4500	0.6117792	1
4502	0.52992225	1
4503	0.5263096	1
4504	0.52101475	1
4505	0.5168206	1
4506	0.5344951	1
4507	0.5464998	1
4508	0.52975965	1
4509	0.52101475	1
4510	0.5179156	1
4511	0.5165908	1
4512	0.57791156	1
4513	0.5056047	1
4515	0.5178998	1
4516	0.5171073	1
4517	0.50490695	1
4518	0.52875876	1
4519	0.5391675	1
4520	0.5177333	1
4521	0.5124835	1
4522	0.50057036	1
4523	0.51656604	1
4524	0.5288058	1
4525	0.52975965	1
4526	0.5056047	1
4527	0.53071374	1
4528	0.52139604	1
4529	0.5296201	1
4530	0.52101475	1
4531	0.56194717	1
4532	0.5292395	1
4533	0.689487	1
4534	0.5506887	1
4535	0.6089261	1
4536	0.52101475	1
4537	0.52101475	1
4538	0.5189591	1
4539	0.54735243	1
4540	0.53204453	1
4541	0.5284225	1
4542	0.57846874	1
4543	0.5229241	1
4544	0.6740156	1
4545	0.6050899	1
4546	0.51208764	1
4547	0.5118503	1
4548	0.51967186	1
4550	0.5283337	1
4551	0.5018888	1
4552	0.5066233	1
4553	0.5223211	1
4555	0.52975965	1
4556	0.5056506	1
4557	0.5381076	1
4558	0.5341965	1
4559	0.5581787	1
4560	0.52279013	1
4561	0.50566065	1
4562	0.53306264	1
4563	0.5137777	1
4564	0.5243899	1
4565	0.522866	1
4566	0.54500145	1
4567	0.5281724	1
4569	0.55972606	1
4570	0.68631303	1
4571	0.52101475	1
4572	0.52284026	1
4574	0.52138436	1
4575	0.5365119	1
4576	0.5147254	1
4577	0.53441775	1
4578	0.5245046	1
4579	0.5164445	1
4580	0.52101254	1
4581	0.5312729	1
4582	0.51716673	1
4583	0.52033377	1
4584	0.5261961	1
4585	0.5243475	1
4587	0.5294449	1
4588	0.5125567	1
4591	0.5007954	1
4592	0.52597785	1
4593	0.5265654	1
4594	0.58826244	1
4595	0.57998013	1
4596	0.525675	1
4597	0.5237299	1
4599	0.5112449	1
4600	0.51621544	1
4601	0.52207893	1
4602	0.5123323	1
4603	0.5179209	1
4604	0.6116754	1
4605	0.5436064	1
4606	0.5364971	1
4607	0.5281724	1
4608	0.52651316	1
4609	0.5741913	1
4610	0.52876437	1
4611	0.6098903	1
4612	0.5331528	1
4613	0.59347135	1
4614	0.5152708	1
4616	0.54334795	1
4617	0.5254864	1
4618	0.5206994	1
4621	0.52380264	1
4622	0.50285196	1
4625	0.52142394	1
4626	0.546159	1
4627	0.51209444	1
4628	0.50392044	1
4629	0.5481502	1
4630	0.6602582	1
4632	0.5047386	1
4634	0.51977354	1
4635	0.51809156	1
4637	0.51747286	1
4638	0.534888	1
4639	0.5421237	1
4640	0.508632	1
4641	0.51761323	1
4642	0.52217525	1
4643	0.51590157	1
4644	0.520205	1
4646	0.53046834	1
4647	0.52298754	1
4648	0.51165533	1
4649	0.53017294	1
4650	0.59507847	1
4651	0.5273436	1
4652	0.52101475	1
4653	0.539246	1
4654	0.53835493	1
4655	0.5059494	1
4656	0.520205	1
4657	0.5141719	1
4658	0.55178416	1
4659	0.5185974	1
4660	0.5124875	1
4661	0.52101475	1
4662	0.5363114	1
4665	0.51162183	1
4666	0.5298217	1
4667	0.52024525	1
4668	0.52918816	1
4669	0.53162986	1
4670	0.60872114	1
4671	0.5218231	1
4673	0.5158374	1
4674	0.532219	1
4675	0.6899441	1
4678	0.5022893	1
4679	0.50461364	1
4680	0.5361589	1
4681	0.5214062	1
4682	0.52975965	1
4683	0.53239304	1
4684	0.5039518	1
4685	0.5233017	1
4686	0.5332707	1
4688	0.53600293	1
4689	0.6098903	1
4691	0.50712323	1
4692	0.59372866	1
4693	0.5195783	1
4694	0.5289575	1
4695	0.51360637	1
4696	0.52876437	1
4697	0.52876437	1
4698	0.50544417	1
4700	0.50507075	1
4701	0.5063566	1
4702	0.52433676	1
4703	0.5335051	1
4704	0.52930045	1
4705	0.5010966	1
4706	0.534468	1
4707	0.58376586	1
4708	0.52259034	1
4709	0.52259034	1
4710	0.52687037	1
4712	0.52975965	1
4713	0.52939737	1
4715	0.50905544	1
4716	0.5244337	1
4717	0.51332164	1
4718	0.5310781	1
4719	0.5070186	1
4720	0.55877316	1
4721	0.52136403	1
4722	0.5175968	1
4723	0.52428627	1
4725	0.52279013	1
4726	0.5110046	1
4727	0.5292275	1
4728	0.5151203	1
4729	0.588478	1
4730	0.52101475	1
4731	0.5352945	1
4732	0.6053589	1
4733	0.526051	1
4734	0.53728735	1
4735	0.5250321	1
4736	0.515934	1
4738	0.5213992	1
4739	0.50980246	1
4740	0.5292949	1
4741	0.53514516	1
4742	0.5197455	1
4743	0.51818097	1
4744	0.5224657	1
4745	0.50517356	1
4746	0.5222312	1
4747	0.50516534	1
4748	0.51904064	1
4749	0.61322886	1
4750	0.50803727	1
4751	0.55443424	1
4752	0.51307553	1
4753	0.5225168	1
4754	0.5830879	1
4755	0.56103325	1
4756	0.5357194	1
4757	0.51534873	1
4758	0.5246976	1
4759	0.5197809	1
4760	0.53197926	1
4761	0.5774969	1
4762	0.5392044	1
4763	0.50469226	1
4764	0.5204817	1
4765	0.5039391	1
4766	0.5248452	1
4767	0.5201663	1
4768	0.52101475	1
4769	0.5161943	1
4770	0.50487494	1
4771	0.6883802	1
4772	0.51045954	1
4773	0.5228778	1
4775	0.53829426	1
4776	0.5391059	1
4777	0.51385975	1
4778	0.5506072	1
4779	0.514569	1
4780	0.58274764	1
4781	0.5183093	1
4782	0.5148098	1
4783	0.5386494	1
4784	0.58576655	1
4785	0.5156904	1
4786	0.5044566	1
4787	0.5333639	1
4788	0.51471126	1
4789	0.5193112	1
4790	0.5043425	1
4791	0.53166896	1
4792	0.51470315	1
4793	0.52930045	1
4794	0.5210657	1
4795	0.53630775	1
4796	0.5029435	1
4797	0.5286578	1
4798	0.52572525	1
4799	0.5214065	1
4800	0.5106026	1
4801	0.51479745	1
4802	0.51614493	1
4803	0.5056047	1
4804	0.528804	1
4805	0.51812285	1
4806	0.520205	1
4807	0.5345088	1
4808	0.52876437	1
4811	0.5304061	1
4812	0.514251	1
4813	0.51503927	1
4816	0.5089652	1
4817	0.50748163	1
4818	0.5179209	1
4819	0.5439007	1
4820	0.5822281	1
4821	0.5288058	1
4822	0.5288058	1
4823	0.5410508	1
4824	0.5130279	1
4825	0.52018803	1
4826	0.51663333	1
4827	0.50649333	1
4828	0.5232081	1
4829	0.54554623	1
4830	0.51470315	1
4831	0.53204453	1
4833	0.52975965	1
4834	0.61022323	1
4835	0.5228884	1
4836	0.53585654	1
4837	0.5236249	1
4838	0.53002554	1
4839	0.5363326	1
4840	0.6050899	1
4841	0.51953363	1
4842	0.51517904	1
4843	0.53976023	1
4845	0.52841926	1
4846	0.5089796	1
4847	0.5381287	1
4848	0.5129902	1
4849	0.5176924	1
4850	0.52101475	1
4851	0.5084027	1
4852	0.5225168	1
4854	0.5290666	1
4855	0.6178794	1
4856	0.5214392	1
4857	0.5747004	1
4858	0.59080416	1
4860	0.5000641	1
4861	0.53162986	1
4862	0.6050899	1
4863	0.6095895	1
4865	0.5307758	1
4866	0.5506454	1
4867	0.52101475	1
4868	0.52392584	1
4870	0.52101475	1
4871	0.54163426	1
4872	0.5216693	1
4873	0.5219077	1
4874	0.5724355	1
4875	0.5039518	1
4876	0.54030776	1
4877	0.5039518	1
4878	0.5229254	1
4879	0.52623457	1
4880	0.5280407	1
4881	0.6116754	1
4882	0.5059494	1
4883	0.520205	1
4884	0.5234701	1
4885	0.50531304	1
4887	0.60617626	1
4888	0.5137265	1
4889	0.5206994	1
4890	0.5278085	1
4894	0.5280094	1
4895	0.5813669	1
4896	0.5175968	1
4898	0.60574925	1
4899	0.6111679	1
4900	0.5316791	1
4901	0.6063561	1
4902	0.54338104	1
4903	0.55215293	1
4904	0.5949386	1
4905	0.5378361	1
4907	0.52538455	1
4909	0.5205543	1
4910	0.53143746	1
4911	0.51875323	1
4912	0.5577119	1
4913	0.50235206	1
4914	0.5189382	1
4915	0.5199377	1
4916	0.5046004	1
4917	0.53218377	1
4918	0.5240915	1
4920	0.5323671	1
4921	0.52101475	1
4922	0.5147754	1
4923	0.55794585	1
4924	0.5165031	1
4925	0.56147546	1
4926	0.5898246	1
4928	0.5787941	1
4930	0.500585	1
4931	0.56194717	1
4932	0.51026636	1
4933	0.52257484	1
4934	0.5763218	1
4935	0.5228884	1
4936	0.5206563	1
4937	0.5234314	1
4938	0.52308226	1
4939	0.51519346	1
4940	0.53000003	1
4941	0.5641141	1
4942	0.52137095	1
4943	0.5341275	1
4944	0.5102892	1
4945	0.5225168	1
4946	0.52005744	1
4947	0.5233017	1
4948	0.5461326	1
4949	0.52875876	1
4950	0.50314903	1
4951	0.6911529	1
4953	0.61657274	1
4954	0.5398668	1
4956	0.5268352	1
4957	0.5008189	1
4959	0.5225168	1
4960	0.6359662	1
4961	0.5140323	1
4962	0.5091576	1
4963	0.5194124	1
4964	0.500335	1
4965	0.5430261	1
4966	0.52187246	1
4967	0.53201795	1
4969	0.58274764	1
4970	0.5269045	1
4971	0.50035745	1
4973	0.51855445	1
4974	0.5241678	1
4975	0.5288058	1
4976	0.559417	1
4977	0.5093273	1
4978	0.50329494	1
4979	0.50694156	1
4980	0.5234701	1
4981	0.51328766	1
4982	0.52101475	1
4983	0.5072716	1
4984	0.68966657	1
4985	0.5091183	1
4986	0.5086355	1
4987	0.51735526	1
4988	0.5938211	1
4989	0.5156194	1
4990	0.5257813	1
4991	0.516678	1
4992	0.5321396	1
4993	0.53204453	1
4994	0.5225168	1
4995	0.70114136	1
4996	0.5284832	1
4997	0.515268	1
4998	0.59182614	1
4999	0.5394453	1
5000	0.52292573	1
5001	0.527622	1
5002	0.52973104	1
5003	0.52005744	1
5004	0.52198386	1
5005	0.53204453	1
5006	0.52920145	1
5008	0.5849326	1
5009	0.5877354	1
5010	0.6159245	1
5011	0.52908856	1
5012	0.50791466	1
5013	0.6899441	1
5014	0.55994344	1
5015	0.5222077	1
5016	0.53204453	1
5017	0.5139913	1
5018	0.54744095	1
5019	0.53166896	1
5020	0.52198386	1
5021	0.5087347	1
5023	0.6098903	1
5024	0.5359151	1
5025	0.53723955	1
5026	0.53166896	1
5027	0.5008822	1
5028	0.57711	1
5029	0.5212743	1
5030	0.51189584	1
5031	0.52442545	1
5032	0.52388483	1
5033	0.52101254	1
5034	0.5398723	1
5036	0.53900844	1
5037	0.5166791	1
5038	0.516678	1
5039	0.53120774	1
5040	0.50732744	1
5041	0.54037726	1
5042	0.520205	1
5044	0.52393216	1
5045	0.51366884	1
5046	0.5235245	1
5047	0.5988618	1
5048	0.5528502	1
5049	0.5194714	1
5050	0.52005744	1
5051	0.520205	1
5052	0.5183012	1
5053	0.5270513	1
5054	0.5246504	1
5056	0.53067327	1
5057	0.5193331	1
5058	0.7173706	1
5059	0.52160794	1
5060	0.51975816	1
5061	0.54594636	1
5062	0.55381966	1
5063	0.5348665	1
5064	0.5056047	1
5065	0.5325892	1
5066	0.53076345	1
5067	0.52107286	1
5068	0.5208669	1
5069	0.5708449	1
5071	0.51435494	1
5072	0.537884	1
5073	0.6069374	1
5074	0.53353274	1
5075	0.5189498	1
5076	0.5321396	1
5077	0.59969723	1
5079	0.6899441	1
5080	0.5284225	1
5082	0.50407964	1
5083	0.68558115	1
5084	0.5320552	1
5085	0.52101475	1
5086	0.52118534	1
5087	0.52791953	1
5088	0.52101475	1
5089	0.60559136	1
5090	0.5280545	1
5091	0.5665462	1
5092	0.68460417	1
5093	0.53800637	1
5095	0.6003629	1
5096	0.5219314	1
5097	0.51914626	1
5098	0.52975965	1
5099	0.52139604	1
5100	0.5119537	1
5101	0.5186311	1
5103	0.52146107	1
5104	0.61010313	1
5107	0.52975965	1
5108	0.5109479	1
5109	0.51019675	1
5110	0.5281122	1
5111	0.53126806	1
5112	0.57455575	1
5113	0.5186271	1
5114	0.52212435	1
5115	0.5306764	1
5116	0.52749354	1
5117	0.52930045	1
5118	0.5228319	1
5119	0.5210267	1
5120	0.52519876	1
5121	0.6874978	1
5122	0.53204453	1
5123	0.6899441	1
5124	0.5355273	1
5127	0.5289575	1
5128	0.5124875	1
5129	0.52101475	1
5130	0.52033377	1
5131	0.51930815	1
5132	0.6901822	1
5134	0.5956978	1
5136	0.5276846	1
5137	0.5188636	1
5138	0.5387604	1
5139	0.5174712	1
5141	0.5260774	1
5142	0.5284225	1
5143	0.6021597	1
5144	0.52023894	1
5145	0.60077274	1
5146	0.5095341	1
5147	0.5144851	1
5148	0.5008189	1
5150	0.51988125	1
5151	0.5166234	1
5152	0.52736825	1
5154	0.5117143	1
5155	0.516904	1
5156	0.5148323	1
5157	0.52930045	1
5158	0.52101475	1
5159	0.52101475	1
5160	0.51977354	1
5161	0.52242625	1
5162	0.53017366	1
5163	0.53611857	1
5164	0.62415296	1
5165	0.52601975	1
5166	0.52198386	1
5167	0.66610223	1
5168	0.51340353	1
5169	0.5141719	1
5170	0.50907314	1
5171	0.5152708	1
5172	0.52101475	1
5174	0.52101475	1
5175	0.52199554	1
5176	0.55765146	1
5177	0.50653404	1
5178	0.5177333	1
5179	0.52945477	1
5180	0.52614963	1
5181	0.51249546	1
5183	0.53126806	1
5184	0.61281323	1
5185	0.5294449	1
5187	0.7029848	1
5188	0.52069384	1
5189	0.5464008	1
5190	0.58274764	1
5191	0.53043985	1
5192	0.51961696	1
5193	0.53360206	1
5194	0.51360565	1
5195	0.53723955	1
5196	0.5295671	1
5197	0.5292523	1
5198	0.6899441	1
5199	0.5596223	1
5200	0.52876437	1
5201	0.52101475	1
5202	0.53704715	1
5203	0.52686214	1
5204	0.5316791	1
5205	0.5194714	1
5208	0.50595456	1
5209	0.51977354	1
5210	0.6899441	1
5211	0.5323878	1
5212	0.5238572	1
5213	0.50495225	1
5214	0.5150859	1
5215	0.68714845	1
5216	0.5966071	1
5217	0.5298521	1
5218	0.50418836	1
5219	0.5028183	1
5220	0.52031815	1
5221	0.50820094	1
5222	0.5230102	1
5223	0.55878717	1
5224	0.61327046	1
5225	0.52101475	1
5226	0.518778	1
5227	0.53407705	1
5228	0.5119157	1
5229	0.526462	1
5230	0.51247936	1
5231	0.5841224	1
5232	0.52879673	1
5233	0.53209305	1
5234	0.5124875	1
5235	0.5323671	1
5236	0.52841926	1
5237	0.6149404	1
5238	0.52802634	1
5240	0.5905331	1
5241	0.5317379	1
5242	0.5271775	1
5243	0.57839155	1
5244	0.60164785	1
5245	0.5080138	1
5246	0.5134105	1
5247	0.52370405	1
5248	0.525382	1
5250	0.51726675	1
5251	0.5271165	1
5252	0.53752875	1
5253	0.5212755	1
5254	0.5271165	1
5255	0.52101475	1
5256	0.52030617	1
5257	0.54350144	1
5259	0.5944059	1
5260	0.520205	1
5261	0.51983863	1
5262	0.5584967	1
5263	0.5005214	1
5264	0.59929705	1
5265	0.5186058	1
5266	0.51551545	1
5267	0.53343767	1
5268	0.6884782	1
5270	0.51317066	1
5271	0.5108353	1
5272	0.5056047	1
5273	0.52574337	1
5274	0.53723955	1
5275	0.5106975	1
5276	0.6862156	1
5277	0.5284832	1
5278	0.520205	1
5279	0.5067734	1
5280	0.5016933	1
5282	0.5155573	1
5284	0.53333783	1
5285	0.5284147	1
5286	0.52101475	1
5287	0.60740167	1
5289	0.60615534	1
5290	0.51045954	1
5291	0.520205	1
5292	0.52975965	1
5293	0.52891266	1
5294	0.5384104	1
5295	0.56887555	1
5296	0.5056047	1
5297	0.52101475	1
5298	0.5698097	1
5299	0.5228884	1
5300	0.5307999	1
5301	0.5124875	1
5303	0.69523054	1
5304	0.5275268	1
5305	0.6836423	1
5306	0.5066378	1
5307	0.52803355	1
5308	0.5118008	1
5309	0.50859046	1
5310	0.58274764	1
5311	0.51728374	1
5313	0.5206287	1
5314	0.5138909	1
5315	0.51856846	1
5316	0.58301234	1
5317	0.5440171	1
5318	0.52101254	1
5319	0.55994344	1
5320	0.5229254	1
5321	0.5251288	1
5324	0.52010447	1
5325	0.53094864	1
5326	0.52837956	1
5327	0.61763483	1
5329	0.5450232	1
5330	0.5165455	1
5331	0.51983863	1
5332	0.5056047	1
5333	0.5183925	1
5334	0.51360345	1
5335	0.532859	1
5337	0.52975965	1
5338	0.52005744	1
5339	0.5494014	1
5340	0.6899441	1
5341	0.5291131	1
5342	0.51771414	1
5343	0.5284495	1
5344	0.581139	1
5345	0.69741833	1
5346	0.5265352	1
5347	0.5303785	1
5349	0.6885278	1
5350	0.5830879	1
5351	0.5296594	1
5352	0.5396484	1
5353	0.52101254	1
5354	0.609541	1
5355	0.57455575	1
5357	0.5056047	1
5358	0.50951344	1
5360	0.6159339	1
5361	0.5219314	1
5362	0.62206423	1
5363	0.61541903	1
5364	0.5242742	1
5365	0.5189382	1
5366	0.5213719	1
5369	0.52101475	1
5370	0.529394	1
5371	0.5303788	1
5372	0.52975965	1
5373	0.51844054	1
5374	0.6170156	1
5375	0.5316304	1
5376	0.56867903	1
5377	0.5146392	1
5378	0.62782466	1
5379	0.51651603	1
5380	0.58646816	1
5381	0.52164626	1
5382	0.5228884	1
5383	0.5166791	1
5384	0.510294	1
5385	0.5544441	1
5386	0.5278669	1
5387	0.50281715	1
5389	0.5206994	1
5390	0.52515084	1
5391	0.53239304	1
5392	0.53080106	1
5393	0.5225983	1
5394	0.5088298	1
5395	0.5148098	1
5397	0.52412724	1
5398	0.53697526	1
5399	0.50063413	1
5400	0.53894323	1
5403	0.53166896	1
5404	0.52544546	1
5405	0.514686	1
5406	0.5223916	1
5408	0.50814104	1
5409	0.5040349	1
5410	0.5307085	1
5411	0.53564197	1
5412	0.6955291	1
5413	0.58143896	1
5414	0.51834553	1
5415	0.5864889	1
5416	0.5136557	1
5417	0.5009506	1
5418	0.52413404	1
5419	0.54422456	1
5420	0.54422456	1
5421	0.52018785	1
5422	0.5134171	1
5423	0.53293604	1
5424	0.51657736	1
5425	0.50591975	1
5426	0.5201501	1
5427	0.60860956	1
5428	0.52507234	1
5429	0.5845724	1
5430	0.6833015	1
5431	0.623754	1
5432	0.5185187	1
5435	0.52592653	1
5436	0.5198937	1
5437	0.57442	1
5439	0.58247024	1
5440	0.5342512	1
5441	0.52667093	1
5442	0.52341485	1
5443	0.53482604	1
5444	0.54175436	1
5445	0.51843154	1
5446	0.5318281	1
5447	0.51855445	1
5448	0.5260459	1
5449	0.51901865	1
5451	0.5363625	1
5452	0.5179209	1
5453	0.521132	1
5454	0.53503954	1
5455	0.51360565	1
5456	0.51560014	1
5457	0.584691	1
5458	0.529681	1
5459	0.6899441	1
5462	0.5013774	1
5463	0.5388003	1
5465	0.5494229	1
5466	0.51551545	1
5468	0.51206076	1
5469	0.5280725	1
5470	0.5288846	1
5471	0.60221803	1
5472	0.5353244	1
5473	0.534041	1
5474	0.52118534	1
5475	0.53624994	1
5476	0.5831904	1
5477	0.5288965	1
5478	0.52427244	1
5479	0.5679166	1
5480	0.5123632	1
5481	0.5241262	1
5482	0.511962	1
5483	0.51823926	1
5484	0.55994344	1
5485	0.52136403	1
5486	0.520205	1
5487	0.52242625	1
5488	0.53151274	1
5489	0.51360565	1
5491	0.52712077	1
5492	0.6098903	1
5493	0.52279013	1
5494	0.5164592	1
5496	0.5552364	1
5497	0.5995056	1
5498	0.5220626	1
5499	0.5939782	1
5501	0.5287326	1
5502	0.52242815	1
5503	0.52101475	1
5504	0.5223618	1
5506	0.515989	1
5507	0.5056047	1
5508	0.51360565	1
5509	0.54084486	1
5510	0.52101475	1
5511	0.52304894	1
5512	0.53345263	1
5513	0.51967186	1
5514	0.67769134	1
5515	0.53406495	1
5519	0.5215462	1
5520	0.5258267	1
5521	0.6143685	1
5522	0.52101475	1
5523	0.5147153	1
5525	0.52217346	1
5526	0.5715096	1
5527	0.5286393	1
5528	0.52355266	1
5531	0.53204453	1
5533	0.53094864	1
5534	0.6070835	1
5535	0.52422416	1
5536	0.67847264	1
5537	0.5172756	1
5538	0.69194674	1
5540	0.5233784	1
5541	0.5052515	1
5542	0.5147458	1
5543	0.50092185	1
5544	0.5286405	1
5545	0.6900054	1
5546	0.5235245	1
5547	0.5210616	1
5549	0.5143279	1
5550	0.51483136	1
5552	0.5280118	1
5553	0.53466034	1
5554	0.5063095	1
5555	0.537389	1
5556	0.52409625	1
5557	0.5180345	1
5558	0.51595706	1
5559	0.5194714	1
5560	0.5130721	1
5561	0.54788154	1
5562	0.52309966	1
5563	0.6959973	1
5565	0.5170462	1
5566	0.5397062	1
5567	0.511939	1
5568	0.519189	1
5569	0.52037734	1
5570	0.52101475	1
5571	0.5059951	1
5572	0.5225168	1
5573	0.511505	1
5574	0.52341485	1
5575	0.5289914	1
5576	0.52975965	1
5577	0.52101475	1
5578	0.54175735	1
5579	0.5387563	1
5580	0.54033554	1
5581	0.5284891	1
5582	0.5201458	1
5583	0.536881	1
5584	0.5331124	1
5585	0.58143896	1
5586	0.51906663	1
5587	0.58274764	1
5588	0.51884955	1
5590	0.50448185	1
5591	0.52101475	1
5592	0.53723955	1
5593	0.60581386	1
5594	0.522711	1
5595	0.50707966	1
5596	0.5205299	1
5597	0.53204453	1
5598	0.51363724	1
5599	0.60576415	1
5600	0.5077525	1
5601	0.5226511	1
5602	0.5255511	1
5604	0.52833366	1
5605	0.6066742	1
5606	0.58748126	1
5607	0.50001854	1
5608	0.5186264	1
5609	0.5251369	1
5610	0.5227367	1
5611	0.53950596	1
5612	0.51384157	1
5613	0.55197334	1
5614	0.52838194	1
5615	0.51349455	1
5616	0.51721424	1
5617	0.53641194	1
5618	0.52503204	1
5619	0.5260967	1
5620	0.53092605	1
5621	0.5258267	1
5622	0.5198937	1
